coin,Brain,human_readable_time,timeframe,win_rate_percentage_per_day,number_of_trades_per_day,average_percentage_per_trade,cumulative_percentage_per_day,win_rate_percentage_per_year_or_two_or_three
LTC,bbrsi,2019-06-23 13:00:00,5m,66.7,3,-1.07,-3.21,
LTC,bbrsi,2019-06-24 13:00:00,5m,,3,0.19,0.58,
LTC,bbrsi,2019-06-25 13:00:00,5m,,3,0.66,1.97,
LTC,bbrsi,2019-06-26 13:00:00,5m,50.0,4,-1.48,-5.90,
LTC,bbrsi,2019-06-27 13:00:00,5m,85.7,7,0.47,3.30,
LTC,bbrsi,2019-06-28 13:00:00,5m,,1,0.03,0.03,
LTC,bbrsi,2019-06-29 13:00:00,5m,66.7,3,-0.75,-2.25,
LTC,bbrsi,2019-06-30 13:00:00,5m,60.0,5,-0.40,-2.00,
LTC,bbrsi,2019-07-01 13:00:00,5m,75.0,4,0.27,1.10,
LTC,bbrsi,2019-07-02 13:00:00,5m,50.0,2,-0.28,-0.55,
LTC,bbrsi,2019-07-03 13:00:00,5m,,3,0.47,1.41,
LTC,bbrsi,2019-07-04 13:00:00,5m,75.0,4,-0.43,-1.70,
LTC,bbrsi,2019-07-05 13:00:00,5m,66.7,3,0.00,0.01,
LTC,bbrsi,2019-07-06 13:00:00,5m,66.7,3,0.21,0.64,
LTC,bbrsi,2019-07-07 13:00:00,5m,,2,0.10,0.19,
LTC,bbrsi,2019-07-08 13:00:00,5m,75.0,4,-0.78,-3.12,
LTC,bbrsi,2019-07-09 13:00:00,5m,,3,0.25,0.74,
LTC,bbrsi,2019-07-10 13:00:00,5m,40.0,5,-1.49,-7.47,
LTC,bbrsi,2019-07-11 13:00:00,5m,,3,2.68,8.04,
LTC,bbrsi,2019-07-12 13:00:00,5m,33.3,3,-1.27,-3.80,
LTC,bbrsi,2019-07-13 13:00:00,5m,50.0,2,-1.65,-3.30,
LTC,bbrsi,2019-07-14 13:00:00,5m,66.7,6,-0.52,-3.10,
LTC,bbrsi,2019-07-15 13:00:00,5m,,3,1.17,3.51,
LTC,bbrsi,2019-07-16 13:00:00,5m,50.0,2,-1.66,-3.31,
LTC,bbrsi,2019-07-17 13:00:00,5m,75.0,4,0.47,1.87,
LTC,bbrsi,2019-07-18 13:00:00,5m,,5,1.63,8.16,
LTC,bbrsi,2019-07-19 13:00:00,5m,50.0,2,0.12,0.24,
LTC,bbrsi,2019-07-20 13:00:00,5m,,3,0.48,1.45,
LTC,bbrsi,2019-07-21 13:00:00,5m,,2,0.16,0.33,
LTC,bbrsi,2019-07-22 13:00:00,5m,40.0,5,-1.29,-6.46,
LTC,bbrsi,2019-07-23 13:00:00,5m,66.7,3,-0.81,-2.44,
LTC,bbrsi,2019-07-24 13:00:00,5m,,2,0.35,0.69,
LTC,bbrsi,2019-07-25 13:00:00,5m,66.7,3,-0.67,-2.01,
LTC,bbrsi,2019-07-26 13:00:00,5m,50.0,2,-1.62,-3.24,
LTC,bbrsi,2019-07-27 13:00:00,5m,50.0,2,-0.70,-1.40,
LTC,bbrsi,2019-07-28 13:00:00,5m,,2,-2.37,-4.73,
LTC,bbrsi,2019-07-29 13:00:00,5m,50.0,2,-0.42,-0.84,
LTC,bbrsi,2019-07-30 13:00:00,5m,,3,0.42,1.25,
LTC,bbrsi,2019-07-31 13:00:00,5m,50.0,2,-0.39,-0.77,
LTC,bbrsi,2019-08-01 13:00:00,5m,66.7,3,-0.86,-2.57,
LTC,bbrsi,2019-08-02 13:00:00,5m,60.0,5,-0.61,-3.07,
LTC,bbrsi,2019-08-03 13:00:00,5m,75.0,4,-0.64,-2.54,
LTC,bbrsi,2019-08-04 13:00:00,5m,,3,0.47,1.42,
LTC,bbrsi,2019-08-05 13:00:00,5m,80.0,5,-0.29,-1.43,
LTC,bbrsi,2019-08-06 13:00:00,5m,66.7,3,0.14,0.42,
LTC,bbrsi,2019-08-07 13:00:00,5m,50.0,4,-0.52,-2.07,
LTC,bbrsi,2019-08-08 13:00:00,5m,66.7,3,-1.04,-3.12,
LTC,bbrsi,2019-08-09 13:00:00,5m,66.7,3,0.12,0.37,
LTC,bbrsi,2019-08-10 13:00:00,5m,,4,0.32,1.27,
LTC,bbrsi,2019-08-11 13:00:00,5m,,1,-3.69,-3.69,
LTC,bbrsi,2019-08-12 13:00:00,5m,,2,0.22,0.43,
LTC,bbrsi,2019-08-13 13:00:00,5m,50.0,2,-0.46,-0.91,
LTC,bbrsi,2019-08-14 13:00:00,5m,25.0,4,-1.84,-7.34,
LTC,bbrsi,2019-08-15 21:00:00,5m,75.0,4,-0.37,-1.49,
LTC,bbrsi,2019-08-16 21:00:00,5m,80.0,5,0.05,0.26,
LTC,bbrsi,2019-08-17 21:00:00,5m,,3,0.49,1.47,
LTC,bbrsi,2019-08-18 21:00:00,5m,50.0,2,-0.66,-1.32,
LTC,bbrsi,2019-08-19 21:00:00,5m,,1,0.08,0.08,
LTC,bbrsi,2019-08-20 21:00:00,5m,33.3,3,-1.33,-3.98,
LTC,bbrsi,2019-08-21 21:00:00,5m,,3,0.33,0.99,
LTC,bbrsi,2019-08-22 21:00:00,5m,80.0,5,0.13,0.65,
LTC,bbrsi,2019-08-23 21:00:00,5m,66.7,3,-0.96,-2.87,
LTC,bbrsi,2019-08-24 21:00:00,5m,75.0,4,-0.25,-1.01,
LTC,bbrsi,2019-08-25 21:00:00,5m,,4,0.63,2.52,
LTC,bbrsi,2019-08-26 21:00:00,5m,,1,0.13,0.13,
LTC,bbrsi,2019-08-27 21:00:00,5m,75.0,4,-0.74,-2.95,
LTC,bbrsi,2019-08-28 21:00:00,5m,50.0,2,-1.44,-2.88,
LTC,bbrsi,2019-08-29 21:00:00,5m,,2,0.41,0.82,
LTC,bbrsi,2019-08-30 21:00:00,5m,,1,-2.64,-2.64,
LTC,bbrsi,2019-08-31 21:00:00,5m,,3,0.34,1.01,
LTC,bbrsi,2019-09-01 21:00:00,5m,,1,0.15,0.15,
LTC,bbrsi,2019-09-02 21:00:00,5m,,2,0.46,0.91,
LTC,bbrsi,2019-09-03 21:00:00,5m,50.0,2,-1.66,-3.31,
LTC,bbrsi,2019-09-04 21:00:00,5m,66.7,3,-0.26,-0.77,
LTC,bbrsi,2019-09-05 21:00:00,5m,,2,0.17,0.34,
LTC,bbrsi,2019-09-06 21:00:00,5m,,1,0.08,0.08,
LTC,bbrsi,2019-09-07 21:00:00,5m,66.7,3,-0.05,-0.16,
LTC,bbrsi,2019-09-08 21:00:00,5m,50.0,2,-0.54,-1.08,
LTC,bbrsi,2019-09-09 21:00:00,5m,66.7,3,0.07,0.22,
LTC,bbrsi,2019-09-10 21:00:00,5m,75.0,4,-0.46,-1.83,
LTC,bbrsi,2019-09-11 21:00:00,5m,,1,0.59,0.59,
LTC,bbrsi,2019-09-12 21:00:00,5m,66.7,3,-0.26,-0.78,
LTC,bbrsi,2019-09-13 21:00:00,5m,,2,0.27,0.55,
LTC,bbrsi,2019-09-14 21:00:00,5m,50.0,2,-0.56,-1.12,
LTC,bbrsi,2019-09-15 21:00:00,5m,75.0,4,0.14,0.55,
LTC,bbrsi,2019-09-16 21:00:00,5m,,2,0.23,0.45,
LTC,bbrsi,2019-09-17 21:00:00,5m,,2,0.36,0.73,
LTC,bbrsi,2019-09-18 21:00:00,5m,,3,0.66,1.97,
LTC,bbrsi,2019-09-19 21:00:00,5m,66.7,3,-0.40,-1.21,
LTC,bbrsi,2019-09-20 21:00:00,5m,,3,0.11,0.33,
LTC,bbrsi,2019-09-21 21:00:00,5m,66.7,3,-0.43,-1.30,
LTC,bbrsi,2019-09-22 21:00:00,5m,33.3,3,-1.17,-3.50,
LTC,bbrsi,2019-09-23 21:00:00,5m,50.0,6,-1.29,-7.72,
LTC,bbrsi,2019-09-24 21:00:00,5m,75.0,4,0.49,1.97,
LTC,bbrsi,2019-09-25 21:00:00,5m,33.3,3,-2.45,-7.36,
LTC,bbrsi,2019-09-26 21:00:00,5m,50.0,2,-1.74,-3.47,
LTC,bbrsi,2019-09-27 21:00:00,5m,,3,0.55,1.65,
LTC,bbrsi,2019-09-28 21:00:00,5m,75.0,4,-0.42,-1.67,
LTC,bbrsi,2019-09-29 21:00:00,5m,,1,0.51,0.51,
LTC,bbrsi,2019-09-30 21:00:00,5m,,5,0.26,1.32,
LTC,bbrsi,2019-10-01 21:00:00,5m,,2,0.38,0.77,
LTC,bbrsi,2019-10-02 21:00:00,5m,75.0,4,-0.68,-2.72,
LTC,bbrsi,2019-10-03 21:00:00,5m,,2,0.36,0.71,
LTC,bbrsi,2019-10-04 21:00:00,5m,,4,0.17,0.69,
LTC,bbrsi,2019-10-05 21:00:00,5m,,2,-1.98,-3.97,
LTC,bbrsi,2019-10-06 21:00:00,5m,,1,0.04,0.04,
LTC,bbrsi,2019-10-07 21:00:00,5m,75.0,4,0.04,0.16,
LTC,bbrsi,2019-10-08 21:00:00,5m,,0,0.00,0.00,
LTC,bbrsi,2019-10-09 21:00:00,5m,50.0,2,-0.35,-0.70,
LTC,bbrsi,2019-10-10 21:00:00,5m,66.7,3,-0.01,-0.02,
LTC,bbrsi,2019-10-11 21:00:00,5m,66.7,3,-0.25,-0.74,
LTC,bbrsi,2019-10-12 21:00:00,5m,80.0,5,0.16,0.79,
LTC,bbrsi,2019-10-13 21:00:00,5m,,2,0.10,0.20,
LTC,bbrsi,2019-10-14 21:00:00,5m,50.0,4,-0.90,-3.61,
LTC,bbrsi,2019-10-15 21:00:00,5m,50.0,4,-0.98,-3.94,
LTC,bbrsi,2019-10-16 21:00:00,5m,,2,0.38,0.75,
LTC,bbrsi,2019-10-17 21:00:00,5m,83.3,6,-0.17,-1.01,
LTC,bbrsi,2019-10-18 21:00:00,5m,,3,0.30,0.89,
LTC,bbrsi,2019-10-19 21:00:00,5m,,2,0.15,0.31,
LTC,bbrsi,2019-10-20 21:00:00,5m,66.7,3,0.15,0.44,
LTC,bbrsi,2019-10-21 21:00:00,5m,66.7,3,-0.05,-0.14,
LTC,bbrsi,2019-10-22 21:00:00,5m,33.3,3,-1.98,-5.94,
LTC,bbrsi,2019-10-23 21:00:00,5m,,4,0.43,1.71,
LTC,bbrsi,2019-10-24 21:00:00,5m,,3,0.17,0.51,
LTC,bbrsi,2019-10-25 21:00:00,5m,40.0,5,-1.42,-7.10,
LTC,bbrsi,2019-10-26 21:00:00,5m,,2,0.45,0.90,
LTC,bbrsi,2019-10-27 20:00:00,5m,75.0,4,-0.78,-3.11,
LTC,bbrsi,2019-10-28 20:00:00,5m,,3,0.50,1.50,
LTC,bbrsi,2019-10-29 20:00:00,5m,75.0,4,-0.42,-1.70,
LTC,bbrsi,2019-10-30 20:00:00,5m,,3,0.13,0.39,
LTC,bbrsi,2019-10-31 20:00:00,5m,,3,0.24,0.73,
LTC,bbrsi,2019-11-01 20:00:00,5m,,3,0.21,0.64,
LTC,bbrsi,2019-11-02 20:00:00,5m,66.7,3,-0.02,-0.07,
LTC,bbrsi,2019-11-03 20:00:00,5m,,1,0.13,0.13,
LTC,bbrsi,2019-11-04 20:00:00,5m,,1,0.15,0.15,
LTC,bbrsi,2019-11-05 20:00:00,5m,,3,0.15,0.46,
LTC,bbrsi,2019-11-06 20:00:00,5m,50.0,2,-1.70,-3.40,
LTC,bbrsi,2019-11-07 20:00:00,5m,50.0,2,-1.73,-3.47,
LTC,bbrsi,2019-11-08 20:00:00,5m,66.7,3,0.05,0.15,
LTC,bbrsi,2019-11-09 20:00:00,5m,,2,0.47,0.95,
LTC,bbrsi,2019-11-10 20:00:00,5m,66.7,3,-1.20,-3.60,
LTC,bbrsi,2019-11-11 20:00:00,5m,,4,0.24,0.96,
LTC,bbrsi,2019-11-12 20:00:00,5m,,3,0.24,0.73,
LTC,bbrsi,2019-11-13 22:20:00,5m,50.0,2,-1.85,-3.69,
LTC,bbrsi,2019-11-14 22:20:00,5m,,3,0.26,0.78,
LTC,bbrsi,2019-11-15 22:20:00,5m,50.0,2,0.12,0.24,
LTC,bbrsi,2019-11-16 22:20:00,5m,75.0,4,0.06,0.25,
LTC,bbrsi,2019-11-17 22:20:00,5m,33.3,3,-2.46,-7.38,
LTC,bbrsi,2019-11-18 22:20:00,5m,50.0,2,-1.16,-2.33,
LTC,bbrsi,2019-11-19 22:20:00,5m,75.0,4,0.18,0.70,
LTC,bbrsi,2019-11-20 22:20:00,5m,66.7,3,-0.94,-2.81,
LTC,bbrsi,2019-11-21 22:20:00,5m,33.3,6,-1.39,-8.34,
LTC,bbrsi,2019-11-22 22:20:00,5m,80.0,5,0.07,0.34,
LTC,bbrsi,2019-11-23 22:20:00,5m,50.0,4,-1.59,-6.36,
LTC,bbrsi,2019-11-24 22:20:00,5m,,2,0.53,1.07,
LTC,bbrsi,2019-11-26 00:20:00,5m,,3,0.97,2.91,
LTC,bbrsi,2019-11-27 00:20:00,5m,,2,-2.23,-4.45,
LTC,bbrsi,2019-11-28 00:20:00,5m,75.0,4,-0.16,-0.65,
LTC,bbrsi,2019-11-29 00:20:00,5m,,2,0.77,1.54,
LTC,bbrsi,2019-11-30 00:20:00,5m,66.7,3,-1.11,-3.32,
LTC,bbrsi,2019-12-01 00:20:00,5m,,2,0.32,0.63,
LTC,bbrsi,2019-12-02 00:20:00,5m,75.0,4,-0.69,-2.76,
LTC,bbrsi,2019-12-03 00:20:00,5m,66.7,3,-0.15,-0.45,
LTC,bbrsi,2019-12-04 00:20:00,5m,50.0,2,-0.02,-0.04,
LTC,bbrsi,2019-12-05 00:20:00,5m,,2,0.23,0.46,
LTC,bbrsi,2019-12-06 00:20:00,5m,,3,0.39,1.17,
LTC,bbrsi,2019-12-07 00:20:00,5m,66.7,3,-0.07,-0.22,
LTC,bbrsi,2019-12-08 00:20:00,5m,66.7,3,-0.14,-0.42,
LTC,bbrsi,2019-12-09 00:20:00,5m,66.7,3,-0.01,-0.03,
LTC,bbrsi,2019-12-10 00:20:00,5m,75.0,4,-0.02,-0.08,
LTC,bbrsi,2019-12-11 00:20:00,5m,66.7,3,-0.44,-1.32,
LTC,bbrsi,2019-12-12 00:20:00,5m,,3,0.14,0.41,
LTC,bbrsi,2019-12-13 00:20:00,5m,50.0,2,0.13,0.26,
LTC,bbrsi,2019-12-14 00:20:00,5m,,1,-2.20,-2.20,
LTC,bbrsi,2019-12-15 00:20:00,5m,,3,0.17,0.51,
LTC,bbrsi,2019-12-16 00:20:00,5m,66.7,3,-1.08,-3.23,
LTC,bbrsi,2019-12-17 00:20:00,5m,40.0,5,-1.62,-8.10,
LTC,bbrsi,2019-12-18 00:20:00,5m,,2,0.68,1.36,
LTC,bbrsi,2019-12-19 00:20:00,5m,,3,0.46,1.38,
LTC,bbrsi,2019-12-20 00:20:00,5m,,4,0.35,1.41,
LTC,bbrsi,2019-12-21 00:20:00,5m,,1,-0.70,-0.70,
LTC,bbrsi,2019-12-22 00:20:00,5m,50.0,2,-0.07,-0.15,
LTC,bbrsi,2019-12-23 00:20:00,5m,50.0,2,-1.10,-2.20,
LTC,bbrsi,2019-12-24 00:20:00,5m,50.0,2,-0.33,-0.67,
LTC,bbrsi,2019-12-25 00:20:00,5m,,4,0.11,0.45,
LTC,bbrsi,2019-12-26 00:20:00,5m,,2,0.10,0.20,
LTC,bbrsi,2019-12-27 00:20:00,5m,,1,0.90,0.90,
LTC,bbrsi,2019-12-28 00:20:00,5m,66.7,3,0.13,0.40,
LTC,bbrsi,2019-12-29 00:20:00,5m,80.0,5,0.28,1.41,
LTC,bbrsi,2019-12-30 00:20:00,5m,,1,-3.69,-3.69,
LTC,bbrsi,2019-12-31 00:20:00,5m,66.7,3,-0.37,-1.11,
LTC,bbrsi,2020-01-01 00:20:00,5m,50.0,2,-0.34,-0.68,
LTC,bbrsi,2020-01-02 00:20:00,5m,,2,0.13,0.26,
LTC,bbrsi,2020-01-03 00:20:00,5m,50.0,2,-0.01,-0.03,
LTC,bbrsi,2020-01-04 00:20:00,5m,66.7,3,0.08,0.25,
LTC,bbrsi,2020-01-05 00:20:00,5m,75.0,4,-0.33,-1.33,
LTC,bbrsi,2020-01-06 00:20:00,5m,,1,0.20,0.20,
LTC,bbrsi,2020-01-07 00:20:00,5m,,4,0.62,2.47,
LTC,bbrsi,2020-01-08 00:20:00,5m,75.0,4,-0.75,-3.02,
LTC,bbrsi,2020-01-09 00:20:00,5m,66.7,3,-0.43,-1.29,
LTC,bbrsi,2020-01-10 00:20:00,5m,,2,0.60,1.20,
LTC,bbrsi,2020-01-11 00:20:00,5m,66.7,3,-0.93,-2.79,
LTC,bbrsi,2020-01-12 00:20:00,5m,,3,0.71,2.14,
LTC,bbrsi,2020-01-13 00:20:00,5m,50.0,2,-0.26,-0.52,
LTC,bbrsi,2020-01-14 00:20:00,5m,,2,0.99,1.97,
LTC,bbrsi,2020-01-15 00:20:00,5m,66.7,3,-0.79,-2.37,
LTC,bbrsi,2020-01-16 00:20:00,5m,,4,0.79,3.18,
LTC,bbrsi,2020-01-17 00:20:00,5m,,3,0.86,2.58,
LTC,bbrsi,2020-01-18 00:20:00,5m,75.0,4,-0.13,-0.52,
LTC,bbrsi,2020-01-19 00:20:00,5m,,3,0.37,1.10,
LTC,bbrsi,2020-01-20 00:20:00,5m,,4,0.16,0.65,
LTC,bbrsi,2020-01-21 00:20:00,5m,,2,0.16,0.33,
LTC,bbrsi,2020-01-22 00:20:00,5m,75.0,4,0.08,0.31,
LTC,bbrsi,2020-01-23 00:20:00,5m,33.3,3,-2.09,-6.27,
LTC,bbrsi,2020-01-24 00:20:00,5m,50.0,2,-1.63,-3.27,
LTC,bbrsi,2020-01-25 00:20:00,5m,75.0,4,0.33,1.33,
LTC,bbrsi,2020-01-26 00:20:00,5m,,0,0.00,0.00,
LTC,bbrsi,2020-01-27 00:20:00,5m,75.0,4,0.24,0.97,
LTC,bbrsi,2020-01-28 00:20:00,5m,50.0,2,-1.37,-2.74,
LTC,bbrsi,2020-01-29 00:20:00,5m,75.0,4,0.39,1.58,
LTC,bbrsi,2020-01-30 00:20:00,5m,,2,0.90,1.81,
LTC,bbrsi,2020-01-31 00:20:00,5m,50.0,2,-1.27,-2.54,
LTC,bbrsi,2020-02-01 00:20:00,5m,75.0,4,0.08,0.32,
LTC,bbrsi,2020-02-02 00:20:00,5m,,3,0.74,2.21,
LTC,bbrsi,2020-02-03 00:20:00,5m,,4,0.09,0.37,
LTC,bbrsi,2020-02-04 00:20:00,5m,66.7,3,-0.95,-2.86,
LTC,bbrsi,2020-02-05 00:20:00,5m,,2,0.36,0.72,
LTC,bbrsi,2020-02-06 00:20:00,5m,75.0,4,0.23,0.93,
LTC,bbrsi,2020-02-07 00:20:00,5m,,4,0.32,1.28,
LTC,bbrsi,2020-02-08 00:20:00,5m,50.0,2,0.44,0.88,
LTC,bbrsi,2020-02-09 00:20:00,5m,,3,0.10,0.30,
LTC,bbrsi,2020-02-10 01:20:00,5m,,2,0.11,0.22,
LTC,bbrsi,2020-02-11 01:20:00,5m,,3,0.30,0.91,
LTC,bbrsi,2020-02-12 01:20:00,5m,,2,0.49,0.97,
LTC,bbrsi,2020-02-13 01:20:00,5m,,1,-0.36,-0.36,
LTC,bbrsi,2020-02-14 01:20:00,5m,,3,0.14,0.43,
LTC,bbrsi,2020-02-15 01:20:00,5m,25.0,4,-1.82,-7.26,
LTC,bbrsi,2020-02-16 01:20:00,5m,40.0,5,-1.22,-6.11,
LTC,bbrsi,2020-02-17 01:20:00,5m,50.0,2,-0.84,-1.69,
LTC,bbrsi,2020-02-18 01:20:00,5m,50.0,2,-1.17,-2.35,
LTC,bbrsi,2020-02-19 01:20:00,5m,50.0,4,-0.70,-2.81,
LTC,bbrsi,2020-02-20 07:10:00,5m,75.0,4,0.12,0.50,
LTC,bbrsi,2020-02-21 07:10:00,5m,,5,0.97,4.83,
LTC,bbrsi,2020-02-22 07:10:00,5m,,4,0.62,2.50,
LTC,bbrsi,2020-02-23 07:10:00,5m,60.0,5,-0.56,-2.82,
LTC,bbrsi,2020-02-24 07:10:00,5m,60.0,5,-0.88,-4.42,
LTC,bbrsi,2020-02-25 07:10:00,5m,66.7,6,-1.06,-6.36,
LTC,bbrsi,2020-02-26 07:10:00,5m,28.6,7,-1.67,-11.66,
LTC,bbrsi,2020-02-27 07:10:00,5m,50.0,4,-0.51,-2.05,
LTC,bbrsi,2020-02-28 07:10:00,5m,,3,0.80,2.40,
LTC,bbrsi,2020-02-29 07:10:00,5m,50.0,2,-1.20,-2.41,
LTC,bbrsi,2020-03-01 07:10:00,5m,83.3,6,0.15,0.89,
LTC,bbrsi,2020-03-02 07:10:00,5m,50.0,2,0.18,0.36,
LTC,bbrsi,2020-03-03 07:10:00,5m,,5,0.53,2.67,
LTC,bbrsi,2020-03-04 07:10:00,5m,,2,0.06,0.13,
LTC,bbrsi,2020-03-05 09:15:00,5m,,1,0.15,0.15,
LTC,bbrsi,2020-03-06 09:15:00,5m,,2,0.40,0.81,
LTC,bbrsi,2020-03-07 09:15:00,5m,66.7,3,-1.11,-3.34,
LTC,bbrsi,2020-03-08 09:15:00,5m,16.7,6,-2.38,-14.30,
LTC,bbrsi,2020-03-09 09:15:00,5m,40.0,5,-0.92,-4.58,
LTC,bbrsi,2020-03-10 09:15:00,5m,80.0,5,0.37,1.85,
LTC,bbrsi,2020-03-11 09:15:00,5m,33.3,3,-1.20,-3.60,
LTC,bbrsi,2020-03-12 09:15:00,5m,28.6,7,-1.28,-8.93,
LTC,bbrsi,2020-03-13 09:15:00,5m,50.0,4,0.77,3.09,
LTC,bbrsi,2020-03-14 09:15:00,5m,75.0,4,0.52,2.08,
LTC,bbrsi,2020-03-15 09:15:00,5m,60.0,5,-0.74,-3.68,
LTC,bbrsi,2020-03-16 09:15:00,5m,,1,1.38,1.38,
LTC,bbrsi,2020-03-17 09:15:00,5m,80.0,5,-0.38,-1.88,
LTC,bbrsi,2020-03-18 09:15:00,5m,,3,0.79,2.38,
LTC,bbrsi,2020-03-19 09:15:00,5m,,2,0.69,1.38,
LTC,bbrsi,2020-03-20 09:15:00,5m,50.0,6,-0.48,-2.89,
LTC,bbrsi,2020-03-21 09:15:00,5m,66.7,3,0.40,1.21,
LTC,bbrsi,2020-03-22 09:15:00,5m,50.0,4,-0.67,-2.67,
LTC,bbrsi,2020-03-23 09:15:00,5m,,4,0.99,3.95,
LTC,bbrsi,2020-03-24 09:15:00,5m,66.7,3,-0.23,-0.69,
LTC,bbrsi,2020-03-25 09:15:00,5m,75.0,4,-0.07,-0.28,
LTC,bbrsi,2020-03-26 09:15:00,5m,,4,0.65,2.60,
LTC,bbrsi,2020-03-27 09:15:00,5m,,3,0.34,1.02,
LTC,bbrsi,2020-03-28 09:15:00,5m,75.0,4,0.09,0.36,
LTC,bbrsi,2020-03-29 10:15:00,5m,,2,0.35,0.70,
LTC,bbrsi,2020-03-30 10:15:00,5m,,2,0.19,0.37,
LTC,bbrsi,2020-03-31 10:15:00,5m,66.7,3,-0.04,-0.13,
LTC,bbrsi,2020-04-01 10:15:00,5m,,3,0.34,1.03,
LTC,bbrsi,2020-04-02 10:15:00,5m,,2,0.16,0.33,
LTC,bbrsi,2020-04-03 10:15:00,5m,66.7,3,0.42,1.25,
LTC,bbrsi,2020-04-04 10:15:00,5m,66.7,3,0.05,0.14,
LTC,bbrsi,2020-04-05 10:15:00,5m,,2,0.05,0.09,
LTC,bbrsi,2020-04-06 10:15:00,5m,,2,0.68,1.35,
LTC,bbrsi,2020-04-07 10:15:00,5m,33.3,3,-0.80,-2.39,
LTC,bbrsi,2020-04-08 10:15:00,5m,,4,0.63,2.54,
LTC,bbrsi,2020-04-09 10:15:00,5m,25.0,4,-2.38,-9.54,
LTC,bbrsi,2020-04-10 10:15:00,5m,50.0,4,-0.39,-1.55,
LTC,bbrsi,2020-04-11 10:15:00,5m,,5,0.25,1.25,
LTC,bbrsi,2020-04-12 10:15:00,5m,50.0,4,-0.92,-3.70,
LTC,bbrsi,2020-04-13 10:15:00,5m,66.7,3,-0.17,-0.51,
LTC,bbrsi,2020-04-14 10:15:00,5m,50.0,2,0.02,0.03,
LTC,bbrsi,2020-04-15 10:15:00,5m,50.0,2,-1.84,-3.67,
LTC,bbrsi,2020-04-16 10:15:00,5m,66.7,3,0.24,0.71,
LTC,bbrsi,2020-04-17 10:15:00,5m,50.0,2,0.07,0.15,
LTC,bbrsi,2020-04-18 10:15:00,5m,75.0,4,-0.48,-1.94,
LTC,bbrsi,2020-04-19 10:15:00,5m,,2,0.67,1.35,
LTC,bbrsi,2020-04-20 10:15:00,5m,,2,-2.21,-4.43,
LTC,bbrsi,2020-04-21 10:15:00,5m,,2,0.79,1.58,
LTC,bbrsi,2020-04-22 10:15:00,5m,,2,0.14,0.28,
LTC,bbrsi,2020-04-23 10:15:00,5m,,3,0.36,1.09,
LTC,bbrsi,2020-04-24 10:15:00,5m,,5,0.46,2.32,
LTC,bbrsi,2020-04-25 12:45:00,5m,,3,0.09,0.28,
LTC,bbrsi,2020-04-26 12:45:00,5m,66.7,3,-0.06,-0.17,
LTC,bbrsi,2020-04-27 12:45:00,5m,,2,0.11,0.22,
LTC,bbrsi,2020-04-28 12:45:00,5m,,4,0.17,0.70,
LTC,bbrsi,2020-04-29 12:45:00,5m,33.3,3,-1.95,-5.86,
LTC,bbrsi,2020-04-30 12:45:00,5m,,4,0.34,1.36,
LTC,bbrsi,2020-05-01 12:45:00,5m,66.7,3,0.03,0.08,
LTC,bbrsi,2020-05-02 12:45:00,5m,66.7,3,-0.12,-0.36,
LTC,bbrsi,2020-05-03 12:45:00,5m,33.3,3,-1.45,-4.36,
LTC,bbrsi,2020-05-04 12:45:00,5m,,4,0.55,2.18,
LTC,bbrsi,2020-05-05 12:45:00,5m,,2,0.20,0.39,
LTC,bbrsi,2020-05-06 12:45:00,5m,75.0,4,-0.42,-1.70,
LTC,bbrsi,2020-05-07 12:45:00,5m,75.0,4,0.28,1.14,
LTC,bbrsi,2020-05-08 12:45:00,5m,66.7,3,0.19,0.57,
LTC,bbrsi,2020-05-09 12:45:00,5m,66.7,3,-1.04,-3.13,
LTC,bbrsi,2020-05-10 12:45:00,5m,50.0,4,-0.47,-1.87,
LTC,bbrsi,2020-05-11 12:45:00,5m,66.7,3,-1.07,-3.22,
LTC,bbrsi,2020-05-12 12:45:00,5m,,4,0.39,1.57,
LTC,bbrsi,2020-05-13 12:45:00,5m,,1,0.01,0.01,
LTC,bbrsi,2020-05-14 12:45:00,5m,66.7,3,-0.48,-1.44,
LTC,bbrsi,2020-05-15 12:45:00,5m,,1,0.19,0.19,
LTC,bbrsi,2020-05-16 12:45:00,5m,,2,0.17,0.34,
LTC,bbrsi,2020-05-17 12:45:00,5m,50.0,2,-0.53,-1.05,
LTC,bbrsi,2020-05-18 12:45:00,5m,,3,0.28,0.84,
LTC,bbrsi,2020-05-19 12:45:00,5m,66.7,3,0.15,0.44,
LTC,bbrsi,2020-05-20 12:45:00,5m,66.7,3,-0.16,-0.48,
LTC,bbrsi,2020-05-21 12:45:00,5m,50.0,2,-1.51,-3.02,
LTC,bbrsi,2020-05-22 12:45:00,5m,75.0,4,0.09,0.36,
LTC,bbrsi,2020-05-23 12:45:00,5m,80.0,5,0.20,1.02,
LTC,bbrsi,2020-05-24 12:45:00,5m,,2,0.12,0.25,
LTC,bbrsi,2020-05-25 12:45:00,5m,66.7,3,-0.04,-0.13,
LTC,bbrsi,2020-05-26 12:45:00,5m,,3,0.31,0.94,
LTC,bbrsi,2020-05-27 12:45:00,5m,66.7,3,-0.00,-0.00,
LTC,bbrsi,2020-05-28 12:45:00,5m,,3,0.06,0.19,
LTC,bbrsi,2020-05-29 12:45:00,5m,,3,0.23,0.68,
LTC,bbrsi,2020-05-30 12:45:00,5m,,3,0.56,1.67,
